zipcode,median_income,population,households,housing_units,homeowner_vacancy_rate,rental_vacancy_rate,occupied_housing_units,latitude,longitude,median_rooms,median_rent,median_value,value_to_income
89010,46250.0,333,146,198,0.0,2.1,146,37.82511,-118.08079,4.2,565.0,113800.0,2.46
89019,47177.0,2501,1161,1766,3.0,43.4,1161,35.76949,-115.51606,4.4,769.0,249400.0,5.29
89060,38891.0,11857,4761,5553,2.9,12.9,4761,36.38854,-116.05769,5.5,902.0,208800.0,5.37
89061,54710.0,7891,3429,4107,7.4,7.2,3429,36.07143,-115.89957,5.5,1470.0,286400.0,5.23
89439,57879.0,2154,925,1051,2.3,28.9,925,39.52291,-119.99008,5.7,1106.0,681300.0,11.77
90001,38521.0,55859,13400,13820,0.7,2.2,13400,33.97365,-118.24904,4.5,1377.0,487800.0,12.66
90002,35410.0,53150,12618,13036,0.6,2.4,12618,33.94906,-118.24679,4.7,1434.0,462400.0,13.06
90003,37226.0,72764,17538,18244,1.0,2.6,17538,33.96409,-118.27368,4.6,1407.0,494600.0,13.29
90004,48754.0,58585,23453,24944,1.1,4.2,23453,34.07624,-118.31101,3.3,1680.0,1289600.0,26.45
90005,35149.0,37987,17134,18721,3.5,6.8,17134,34.05939,-118.30909,2.7,1572.0,1020300.0,29.03
90006,35411.0,58229,20205,21425,1.5,4.0,20205,34.04807,-118.29411,3.0,1346.0,781400.0,22.07
90007,25226.0,40944,13374,14971,1.1,6.0,13374,34.02819,-118.28486,3.5,1396.0,789700.0,31.31
90008,39907.0,33041,14227,15112,1.0,4.5,14227,34.01037,-118.3428,4.1,1468.0,920700.0,23.07
90010,61849.0,5400,2851,3152,1.2,9.3,2851,34.06209,-118.31262,2.6,2349.0,904600.0,14.63
90011,36954.0,102308,23645,24348,0.5,2.0,23645,34.00689,-118.25861,4.4,1425.0,531600.0,14.39
90012,42275.0,33851,14001,15327,2.0,5.9,14001,34.06679,-118.23878,2.8,2044.0,702100.0,16.61
90013,21676.0,15589,7750,9420,1.7,15.6,7750,34.04435,-118.24,1.4,1092.0,755100.0,34.84
90014,35857.0,9254,5952,6788,2.6,11.1,5952,34.04302,-118.25182,1.3,1424.0,654000.0,18.24
90015,39016.0,27324,12553,14593,6.1,12.5,12553,34.03932,-118.26625,2.1,2287.0,904900.0,23.19
90016,46680.0,46512,16798,17716,1.0,4.1,16798,34.02881,-118.35436,4.1,1595.0,838500.0,17.96
90017,31423.0,27295,12758,15191,34.8,11.5,12758,34.05306,-118.26447,1.8,1493.0,708900.0,22.56
90018,41768.0,50179,16602,17553,1.1,3.7,16602,34.0286,-118.31737,4.1,1486.0,850900.0,20.37
90019,52625.0,62002,23798,25266,1.1,4.0,23798,34.04861,-118.33874,3.9,1708.0,1151500.0,21.88
90020,46504.0,38694,17501,18516,1.0,4.6,17501,34.06638,-118.30986,2.8,1652.0,704900.0,15.16
90021,15149.0,5192,1586,1725,2.8,6.1,1586,34.02909,-118.23889,1.4,961.0,1046900.0,69.11
90022,43366.0,64517,17482,17963,0.4,1.4,17482,34.02455,-118.15608,4.3,1322.0,574300.0,13.24
90023,41308.0,45939,12000,12395,0.5,1.8,12000,34.02264,-118.19986,4.1,1376.0,586500.0,14.2
90024,63306.0,52862,16877,19785,2.3,13.7,16877,34.06565,-118.43521,3.8,2618.0,1451200.0,22.92
90025,83655.0,45466,22626,24402,0.8,6.0,22626,34.04551,-118.44583,3.8,2418.0,1072300.0,12.82
90026,60820.0,63329,25814,27657,1.0,3.7,25814,34.07883,-118.2637,3.7,1702.0,1108500.0,18.23
90027,64091.0,44471,22523,23871,1.0,3.3,22523,34.12515,-118.29049,3.3,1840.0,1578200.0,24.62
90028,43998.0,32330,18036,20700,8.9,10.2,18036,34.09982,-118.3268,2.5,1722.0,879100.0,19.98
90029,39562.0,34695,13661,14552,1.7,3.7,13661,34.08983,-118.29467,2.7,1541.0,1032300.0,26.09
90031,44343.0,37333,11962,12570,0.7,3.2,11962,34.08122,-118.21081,4.0,1416.0,689000.0,15.54
90032,50989.0,43506,13187,13741,0.6,2.9,13187,34.0793,-118.17835,4.6,1448.0,694800.0,13.63
90033,35548.0,46081,13191,13843,0.7,2.7,13191,34.05117,-118.21165,3.8,1311.0,632200.0,17.78
90034,71295.0,57152,25781,27334,0.7,4.9,25781,34.03059,-118.39936,3.3,2124.0,1316100.0,18.46
90035,79534.0,30294,12846,13901,0.9,5.9,12846,34.05139,-118.38577,4.2,2374.0,1657200.0,20.84
90036,80998.0,39549,19913,21334,1.3,5.1,19913,34.07013,-118.34978,3.6,2622.0,1869500.0,23.08
90037,33856.0,63706,17303,18150,0.9,3.0,17303,34.00271,-118.28747,4.2,1374.0,598700.0,17.68
90038,39984.0,27414,12635,13859,2.3,6.6,12635,34.08882,-118.32671,3.1,1697.0,1020800.0,25.53
90039,86031.0,28059,11785,12497,1.0,3.5,11785,34.11242,-118.26153,4.5,1996.0,1139300.0,13.24
90040,46532.0,12089,3361,3428,0.5,1.4,3361,33.99318,-118.1489,4.7,1337.0,550500.0,11.83
90041,80547.0,26654,9468,9981,1.1,3.3,9468,34.13749,-118.20746,4.6,1747.0,1042100.0,12.94
90042,59746.0,58295,21262,22283,0.9,3.3,21262,34.11475,-118.192,4.1,1756.0,850700.0,14.24
90043,47500.0,46179,16383,17193,0.8,4.1,16383,33.98876,-118.33519,4.7,1389.0,816600.0,17.19
90044,34311.0,94354,27132,28208,0.9,2.9,27132,33.95253,-118.29194,4.6,1397.0,551800.0,16.08
90045,96812.0,41035,16440,17825,0.6,9.7,16440,33.95302,-118.40028,4.6,2790.0,1277400.0,13.19
90046,67667.0,49987,29438,31889,1.7,5.6,29438,34.10752,-118.36575,3.4,2071.0,1389100.0,20.53
90047,47477.0,50154,16757,17482,0.5,4.3,16757,33.95456,-118.30899,5.1,1471.0,612200.0,12.89
90048,95197.0,22604,12370,13444,2.1,5.7,12370,34.07293,-118.3727,4.1,2284.0,1694500.0,17.8
90049,127658.0,36980,17009,18309,1.2,5.6,17009,34.08749,-118.48976,5.0,2827.0,,
90056,86100.0,8184,3425,3570,0.2,4.4,3425,33.99361,-118.36884,5.7,2245.0,1358200.0,15.77
90057,33861.0,45510,16481,17507,2.2,4.5,16481,34.06205,-118.27704,2.5,1369.0,625000.0,18.46
90058,20982.0,3751,1169,1249,5.0,3.4,1169,34.00264,-118.21452,4.1,941.0,457500.0,21.8
90059,41995.0,43551,10639,10968,0.6,3.0,10639,33.92709,-118.2491,4.7,1248.0,486500.0,11.58
90061,39739.0,29570,7857,8116,0.7,2.8,7857,33.92037,-118.27383,4.6,1393.0,513300.0,12.92
90062,44835.0,32524,9433,9839,0.9,3.0,9433,34.0035,-118.30904,4.8,1451.0,632300.0,14.1
90063,46613.0,50227,13363,13930,0.7,1.9,13363,34.0452,-118.18583,4.5,1404.0,587000.0,12.59
90064,95865.0,27553,11548,12750,0.6,10.2,11548,34.0358,-118.42653,4.8,2554.0,1655300.0,17.27
90065,63147.0,44328,15713,16373,1.1,2.9,15713,34.10867,-118.22813,4.4,1709.0,959500.0,15.19
90066,79088.0,55304,23743,25186,1.1,5.1,23743,34.00166,-118.43104,4.0,2082.0,1519200.0,19.21
90067,129306.0,3344,2042,2724,3.3,19.5,2042,34.0565,-118.41373,4.4,,1529200.0,11.83
90068,83756.0,24361,13149,14419,1.6,7.4,13149,34.12794,-118.32914,4.2,2107.0,1724100.0,20.58
90069,92952.0,20584,13485,15072,2.3,6.4,13485,34.09401,-118.38154,3.7,2183.0,1026300.0,11.04
90071,,907,11,16,0.0,18.2,11,34.05239,-118.25518,,,,
90073,,936,29,34,75.0,3.4,29,34.05738,-118.45956,,,,
90077,210833.0,8874,3448,3823,1.7,10.6,3448,34.10536,-118.45591,7.4,2803.0,,
90079,,16,1,1,0.0,0.0,1,34.04058,-118.25541,,,,
90089,,5172,143,164,0.0,5.0,143,34.02158,-118.2856,,,,
90094,146325.0,12746,6302,7000,2.3,8.7,6302,33.97523,-118.41837,3.6,,1258800.0,8.6
90095,,1,3,5,0.0,50.0,3,34.07121,-118.44334,,,,
90201,42255.0,95810,24942,25501,0.2,1.6,24942,33.97113,-118.1709,4.2,1512.0,511100.0,12.1
90210,143542.0,21134,8553,9706,2.5,10.6,8553,34.10251,-118.41505,6.9,3034.0,,
90211,82212.0,8260,3713,4088,1.2,7.0,3713,34.06498,-118.38293,4.4,2494.0,,
90212,93846.0,11451,5518,6134,1.1,7.8,5518,34.06208,-118.40173,4.2,2664.0,,
90220,53988.0,50412,13377,13737,0.8,2.5,13377,33.88058,-118.23591,4.9,1410.0,464900.0,8.61
90221,48762.0,52561,12343,12656,0.3,2.6,12343,33.88542,-118.20614,4.5,1488.0,482400.0,9.89
90222,45689.0,32397,8054,8281,0.5,2.3,8054,33.91213,-118.23721,4.7,1405.0,509400.0,11.15
90230,80677.0,32743,13183,13723,0.5,3.6,13183,33.99691,-118.39487,4.3,2300.0,984600.0,12.2
90232,82164.0,16452,7118,7626,0.6,5.0,7118,34.01859,-118.39157,4.1,2465.0,1391000.0,16.93
90240,82722.0,26495,7861,8096,0.6,3.6,7861,33.9564,-118.11803,5.4,1913.0,710700.0,8.59
90241,69308.0,44921,14446,14953,0.5,3.8,14446,33.94076,-118.1295,4.5,1775.0,707200.0,10.2
90242,66019.0,42939,12710,13038,0.5,2.7,12710,33.92216,-118.14167,4.6,1824.0,634800.0,9.62
90245,98813.0,17272,7175,7500,0.9,2.9,7175,33.91709,-118.40161,4.5,2476.0,1479000.0,14.97
90247,51386.0,48543,16524,17181,0.6,3.1,16524,33.89159,-118.29735,4.3,1644.0,600100.0,11.68
90248,62179.0,11295,3701,3848,0.8,2.1,3701,33.87689,-118.28362,5.1,1640.0,617100.0,9.92
90249,59778.0,27125,9246,9529,0.5,2.7,9246,33.90152,-118.31707,4.9,1523.0,643900.0,10.77
90250,53303.0,97653,33592,34677,0.3,2.8,33592,33.91383,-118.34996,4.1,1643.0,758600.0,14.23
90254,137188.0,19736,9249,10043,1.3,5.1,9249,33.86532,-118.39616,4.6,2659.0,1862400.0,13.58
90255,42581.0,71157,19100,19558,0.2,1.8,19100,33.97697,-118.21725,4.0,1354.0,528400.0,12.41
90260,62047.0,33338,10399,10723,0.7,2.1,10399,33.88768,-118.34952,4.4,1794.0,688100.0,11.09
90262,49801.0,67099,15533,15822,0.3,1.9,15533,33.92384,-118.20133,4.5,1488.0,540500.0,10.85
90263,,1972,11,21,21.4,0.0,11,34.03919,-118.70809,,,,
90265,149202.0,15186,6264,8697,2.3,15.1,6264,34.07282,-118.84995,5.8,3136.0,,
90266,150083.0,35506,13808,14994,1.1,6.0,13808,33.88968,-118.39705,6.1,3366.0,,
90270,39760.0,25113,6556,6694,0.3,1.9,6556,33.98856,-118.18774,4.1,1392.0,565500.0,14.22
90272,194151.0,22849,8947,9698,0.8,8.9,8947,34.08066,-118.54459,6.7,3109.0,,
90274,162163.0,25307,9495,10055,1.6,6.3,9495,33.77732,-118.3684,6.9,3227.0,,
90275,133156.0,42452,15822,16553,0.8,5.2,15822,33.7555,-118.36338,6.4,3290.0,1412200.0,10.61
90277,102281.0,37856,16990,18145,0.9,4.9,16990,33.83099,-118.38441,4.6,2463.0,1317500.0,12.88
90278,118000.0,42188,16376,16947,0.6,3.4,16376,33.87362,-118.37028,5.2,2406.0,1164300.0,9.87
90280,50246.0,92678,24566,25073,0.5,1.6,24566,33.94453,-118.19256,4.3,1401.0,578900.0,11.52
90290,118667.0,6640,2653,2855,1.1,3.6,2653,34.09725,-118.6125,5.6,,1394200.0,11.75
90291,91779.0,28442,14298,16218,2.1,8.2,14298,33.99447,-118.46315,3.8,2439.0,,
90292,109268.0,27681,15746,17979,0.9,10.9,15746,33.97865,-118.44707,3.7,3437.0,1217000.0,11.14
90293,103874.0,12633,6702,7092,1.2,4.3,6702,33.95071,-118.43745,4.1,2628.0,955500.0,9.2
90301,44135.0,36270,12572,13123,0.6,3.3,12572,33.95647,-118.35863,3.9,1616.0,637000.0,14.43
90302,47863.0,29264,11092,11586,0.4,3.6,11092,33.97472,-118.35565,4.3,1719.0,707100.0,14.77
90303,50438.0,24490,7360,7651,0.2,3.7,7360,33.93601,-118.33112,4.6,1648.0,684700.0,13.58
90304,44574.0,26058,6998,7239,0.3,2.7,6998,33.93736,-118.35879,4.0,1388.0,682400.0,15.31
90305,74009.0,15367,6304,6557,0.5,4.1,6304,33.9583,-118.33113,5.4,1820.0,728000.0,9.84
90401,72872.0,8167,4987,5845,1.8,10.0,4987,34.01584,-118.49251,2.8,2377.0,1743800.0,23.93
90402,147111.0,12295,5310,5977,1.2,9.6,5310,34.03598,-118.50391,6.3,2162.0,,
90403,107335.0,25278,13721,15165,1.8,7.0,13721,34.03164,-118.48975,3.9,2362.0,1597800.0,14.89
90404,75221.0,21995,10291,11156,1.3,5.3,10291,34.02665,-118.47381,3.7,2072.0,1097600.0,14.59
90405,94446.0,27966,14250,15494,1.1,5.8,14250,34.01208,-118.4679,3.7,2148.0,1683300.0,17.82
90501,70671.0,43990,15366,15935,0.4,3.6,15366,33.8336,-118.31419,4.4,1771.0,824600.0,11.67
90502,69824.0,18977,6380,6602,0.6,4.5,6380,33.83497,-118.29291,4.8,1869.0,587000.0,8.41
90503,90102.0,45386,17484,18115,0.5,3.5,17484,33.84089,-118.3538,4.6,2210.0,991400.0,11.0
90504,86563.0,32503,11833,12161,0.6,2.5,11833,33.86693,-118.33135,5.0,2110.0,854800.0,9.87
90505,96827.0,36643,14305,14927,0.7,4.1,14305,33.80904,-118.34775,4.9,2215.0,1095000.0,11.31
90506,,0,0,0,0.0,0.0,0,33.88493,-118.33044,,,,
90601,74296.0,32625,11265,11687,0.4,4.3,11265,34.0078,-118.03287,5.0,1745.0,708400.0,9.53
90602,51237.0,25521,8213,8536,0.8,3.5,8213,33.97317,-118.02341,4.2,1624.0,684600.0,13.36
90603,98181.0,21174,6895,7029,0.4,3.0,6895,33.94487,-117.99239,5.7,2228.0,738800.0,7.52
90604,70877.0,40110,12197,12563,0.9,4.0,12197,33.93012,-118.01226,5.1,1755.0,650100.0,9.17
90605,75575.0,40189,10913,11174,0.5,2.5,10913,33.95209,-118.02085,5.4,1752.0,632300.0,8.37
90606,70640.0,32078,8935,9108,0.5,2.4,8935,33.97742,-118.0661,5.1,1779.0,592600.0,8.39
90620,88082.0,46564,13697,13893,0.3,1.3,13697,33.84616,-118.01176,5.7,2206.0,693200.0,7.87
90621,60799.0,36972,11264,11524,0.4,1.9,11264,33.87396,-117.99346,4.3,1927.0,732400.0,12.05
90623,99576.0,15906,5251,5361,0.2,2.8,5251,33.85038,-118.04088,6.0,2138.0,868400.0,8.72
90630,92073.0,49965,16373,16748,0.5,2.8,16373,33.81814,-118.03814,5.7,2313.0,822500.0,8.93
90631,79500.0,69533,22394,23058,0.7,3.2,22394,33.94266,-117.95126,5.0,1872.0,716700.0,9.02
90638,87429.0,46967,15229,15589,0.5,3.6,15229,33.90236,-118.00907,5.6,1940.0,706600.0,8.08
90640,53615.0,62678,19782,20324,0.4,2.5,19782,34.01506,-118.111,4.7,1701.0,628600.0,11.72
90650,66453.0,102891,27836,28456,0.3,2.4,27836,33.90703,-118.08249,5.0,1860.0,593100.0,8.93
90660,65617.0,62013,16951,17348,0.5,2.2,16951,33.98868,-118.09111,4.9,1702.0,596500.0,9.09
90670,67500.0,17761,5509,5634,0.4,3.3,5509,33.93279,-118.0626,4.9,1789.0,588600.0,8.72
90680,58402.0,30045,8790,9006,0.2,2.7,8790,33.80115,-117.99532,4.6,1864.0,532600.0,9.12
90701,63792.0,16434,4600,4752,0.7,2.5,4600,33.8676,-118.08055,5.1,2128.0,697900.0,10.94
90703,98934.0,49735,16080,16430,0.4,3.6,16080,33.86797,-118.06874,6.1,2735.0,860900.0,8.7
90704,69828.0,3715,1493,2441,3.2,9.2,1493,33.3765,-118.43678,3.7,1793.0,978100.0,14.01
90706,55729.0,79179,24631,25219,0.4,2.2,24631,33.88802,-118.12709,4.4,1686.0,619400.0,11.11
90710,59817.0,26605,9309,9637,0.5,3.3,9309,33.79806,-118.29918,4.7,1441.0,606400.0,10.14
90712,91242.0,32332,10913,11159,0.3,2.8,10913,33.849,-118.14677,5.6,2334.0,696400.0,7.63
90713,100132.0,28755,9716,9920,0.4,3.2,9716,33.84797,-118.11268,5.8,2469.0,731000.0,7.3
90715,72616.0,20999,6428,6581,0.7,2.4,6428,33.84037,-118.07887,5.0,2069.0,628000.0,8.65
90716,45150.0,14098,3703,3766,0.0,1.4,3703,33.8305,-118.07295,4.4,1694.0,480300.0,10.64
90717,69150.0,22044,8613,8959,1.2,2.7,8613,33.79345,-118.31706,4.4,1740.0,732200.0,10.59
90720,101484.0,22955,8136,8382,0.5,2.7,8136,33.79573,-118.06342,5.9,2366.0,1127100.0,11.11
90723,53031.0,53770,14509,14863,0.5,2.4,14509,33.89768,-118.16508,4.3,1699.0,470800.0,8.88
90731,51161.0,61270,22927,24189,0.9,4.2,22927,33.7334,-118.27398,4.2,1606.0,751400.0,14.69
90732,99519.0,21397,8673,9065,0.5,5.2,8673,33.74319,-118.31048,5.1,2409.0,748100.0,7.52
90740,67970.0,24769,13152,14343,1.9,5.1,13152,33.75461,-118.07129,4.3,2305.0,476600.0,7.01
90742,81667.0,748,410,511,0.0,6.7,410,33.71834,-118.07174,4.3,2179.0,1160700.0,14.21
90743,150208.0,466,221,308,0.0,2.8,221,33.72963,-118.08594,5.7,2625.0,,
90744,47776.0,53074,14808,15142,0.3,1.9,14808,33.77821,-118.26087,4.1,1365.0,557600.0,11.67
90745,76551.0,59937,16465,16817,0.5,2.4,16465,33.82117,-118.26458,5.2,1756.0,601300.0,7.85
90746,84523.0,27147,8439,8627,0.5,5.3,8439,33.85855,-118.25518,6.3,2660.0,645200.0,7.63
90747,,22,9,9,0.0,0.0,9,33.86372,-118.25142,,,,
90755,75461.0,11923,4579,4767,0.8,2.8,4579,33.80274,-118.16747,4.3,1842.0,690100.0,9.15
90802,53358.0,41686,21714,24012,1.9,7.7,21714,33.75035,-118.21143,3.2,1755.0,521800.0,9.78
90803,87870.0,32192,17159,18537,1.2,4.5,17159,33.76162,-118.12178,4.4,1949.0,1102400.0,12.55
90804,49860.0,39370,14895,15690,0.9,3.7,14895,33.78223,-118.14917,3.9,1710.0,630300.0,12.64
90805,49370.0,95350,27901,28746,0.5,2.8,27901,33.86494,-118.18051,4.3,1545.0,564900.0,11.44
90806,49962.0,41611,12762,13185,0.4,2.4,12762,33.80819,-118.17797,4.2,1489.0,632300.0,12.66
90807,77488.0,32412,12426,12909,0.6,3.3,12426,33.83098,-118.18113,4.7,1819.0,772400.0,9.97
90808,109918.0,39747,14389,14750,0.4,2.8,14389,33.82406,-118.11236,6.0,2204.0,854200.0,7.77
90810,58095.0,38529,10290,10606,0.9,2.5,10290,33.81912,-118.22096,4.8,1442.0,551700.0,9.5
90813,36075.0,54565,17723,18598,1.6,3.7,17723,33.78237,-118.19656,3.6,1464.0,470000.0,13.03
90814,69867.0,19042,9183,9682,0.9,3.4,9183,33.7716,-118.14351,4.3,1867.0,823700.0,11.79
90815,88710.0,41837,15116,15712,0.5,5.3,15116,33.79572,-118.11592,5.4,2151.0,840300.0,9.47
90822,,54,0,0,0.0,0.0,0,33.77825,-118.11871,,,,
90831,,0,0,0,0.0,0.0,0,33.76824,-118.20055,,,,
91001,98289.0,36578,12928,13449,0.6,3.0,12928,34.19522,-118.13866,5.9,2160.0,1002600.0,10.2
91006,100730.0,31949,10615,11173,1.3,4.5,10615,34.1352,-118.02667,6.1,2050.0,1154100.0,11.46
91007,80166.0,33804,11638,12319,1.5,3.9,11638,34.12842,-118.04818,5.1,2021.0,1229300.0,15.33
91008,117955.0,1010,336,384,4.5,11.5,336,34.15363,-117.96862,7.9,,1580900.0,13.4
91010,72381.0,26730,8544,8864,0.4,5.0,8544,34.14114,-117.95918,5.2,1939.0,657700.0,9.09
91011,161450.0,20588,6838,7117,0.9,4.0,6838,34.21757,-118.20346,7.5,,1982600.0,12.28
91016,74076.0,41852,15842,16556,0.5,4.0,15842,34.15246,-118.00065,5.0,1949.0,820600.0,11.08
91020,73839.0,8439,3309,3482,0.6,3.9,3309,34.21144,-118.23065,3.9,2056.0,892500.0,12.09
91024,96630.0,11268,4840,5097,0.8,3.2,4840,34.17177,-118.04654,5.2,1994.0,1141200.0,11.81
91030,96692.0,26927,10612,11145,0.6,3.2,10612,34.11029,-118.15748,5.0,2135.0,1453500.0,15.03
91040,81940.0,21588,7854,8121,0.6,3.3,7854,34.25861,-118.33468,5.2,1716.0,738900.0,9.02
91042,55507.0,28036,10408,10725,0.6,2.1,10408,34.30687,-118.25701,4.6,1715.0,713200.0,12.85
91046,28125.0,141,101,101,0.0,0.0,101,34.2117,-118.24092,2.9,,,
91101,65592.0,20583,10810,11848,3.8,5.7,10810,34.14671,-118.13895,3.2,2161.0,669800.0,10.21
91103,69059.0,26887,9069,9516,0.6,3.9,9069,34.16738,-118.16446,4.6,1770.0,900400.0,13.04
91104,74011.0,34707,12949,13586,0.7,3.8,12949,34.16766,-118.12341,4.9,1892.0,955400.0,12.91
91105,122917.0,13869,6465,6936,2.4,4.3,6465,34.14045,-118.16716,5.4,2999.0,1503300.0,12.23
91106,80291.0,24172,11080,11775,0.7,4.0,11080,34.13861,-118.12825,4.0,2073.0,933200.0,11.62
91107,95630.0,33729,13501,14202,1.0,4.1,13501,34.15919,-118.08688,5.4,2221.0,1045300.0,10.93
91108,158884.0,12777,4294,4577,1.3,5.7,4294,34.12232,-118.11363,7.5,,,
91201,58004.0,22608,8514,8833,0.6,2.6,8514,34.17041,-118.28902,4.6,1937.0,1036400.0,17.87
91202,70841.0,22875,8950,9321,0.6,3.6,8950,34.18221,-118.26761,4.8,2187.0,1061900.0,14.99
91203,55783.0,16930,7452,8038,0.5,6.1,7452,34.15287,-118.26355,4.0,2209.0,644900.0,11.56
91204,45245.0,17302,6667,6961,0.0,3.3,6667,34.13554,-118.26093,4.0,1844.0,768100.0,16.98
91205,43769.0,36693,14517,15083,0.7,2.5,14517,34.13679,-118.24339,3.9,1815.0,780300.0,17.83
91206,62915.0,33252,13328,13858,0.6,3.1,13328,34.16076,-118.21311,4.5,2052.0,1019300.0,16.2
91207,88365.0,10369,4097,4230,0.2,4.0,4097,34.16872,-118.24477,6.2,2165.0,1163000.0,13.16
91208,102950.0,16776,6282,6500,0.7,3.7,6282,34.19333,-118.23839,5.5,2250.0,1198100.0,11.64
91210,159500.0,555,270,313,0.0,8.3,270,34.14468,-118.25809,3.6,,1000000.0,6.27
91214,100625.0,31097,10746,11099,0.7,2.6,10746,34.23759,-118.24778,5.3,2298.0,1003600.0,9.97
91301,121614.0,24790,9073,9408,0.6,5.4,9073,34.12314,-118.75685,6.3,3125.0,994500.0,8.18
91302,129145.0,25468,9602,10096,1.1,6.7,9602,34.12295,-118.67193,6.8,2859.0,1561700.0,12.09
91303,55130.0,28457,9825,10416,0.3,6.0,9825,34.19784,-118.6017,3.5,1879.0,626000.0,11.35
91304,68282.0,52386,17424,17963,0.5,2.9,17424,34.22472,-118.63261,4.9,1847.0,786000.0,11.51
91306,67869.0,46669,14274,14620,0.7,2.3,14274,34.20926,-118.5755,5.0,1765.0,652600.0,9.62
91307,116803.0,24855,8456,8675,0.7,3.7,8456,34.20177,-118.66226,6.2,,879700.0,7.53
91311,86156.0,39014,14027,14524,0.9,4.4,14027,34.29011,-118.60776,5.7,2154.0,789500.0,9.16
91316,74611.0,28777,12671,13256,1.0,4.0,12671,34.15836,-118.51658,4.3,1961.0,857300.0,11.49
91320,115102.0,44462,15501,15868,0.5,3.8,15501,34.17339,-118.94795,6.4,2651.0,884500.0,7.68
91321,68831.0,33560,11168,11529,0.6,3.1,11168,34.36479,-118.4922,4.8,1972.0,603300.0,8.76
91324,75949.0,29500,10275,10998,0.5,8.7,10275,34.23855,-118.55015,4.7,2174.0,803400.0,10.58
91325,68642.0,35250,12490,13072,0.5,5.7,12490,34.23636,-118.51777,4.5,1829.0,834300.0,12.15
91326,112865.0,38041,13217,13557,0.6,3.4,13217,34.28022,-118.5566,6.5,2606.0,942700.0,8.35
91330,,2273,62,100,11.1,0.0,62,34.2446,-118.52669,,,,
91331,60360.0,100720,23422,23996,0.4,1.9,23422,34.25602,-118.41939,5.0,1694.0,583300.0,9.66
91335,60413.0,76650,24029,24819,0.6,3.2,24029,34.20107,-118.5407,4.6,1763.0,642700.0,10.64
91340,53564.0,34610,8695,8876,0.4,1.2,8695,34.28668,-118.43479,5.2,1697.0,599300.0,11.19
91342,70106.0,96429,25917,26540,0.7,1.9,25917,34.31778,-118.39207,5.5,1862.0,605900.0,8.64
91343,62791.0,62595,18117,18545,0.2,2.3,18117,34.23837,-118.48076,4.8,1717.0,698400.0,11.12
91344,92286.0,52481,16879,17351,0.4,2.9,16879,34.28991,-118.5047,5.7,2101.0,809800.0,8.77
91345,75969.0,18895,5435,5541,0.4,1.8,5435,34.26591,-118.45948,5.2,1882.0,617600.0,8.13
91350,112664.0,41514,13474,13701,0.7,2.0,13474,34.43028,-118.50283,6.2,2339.0,684300.0,6.07
91351,80397.0,34684,11083,11347,0.6,2.9,11083,34.43269,-118.46276,5.4,2171.0,557200.0,6.93
91352,55177.0,47274,12629,12994,0.5,2.2,12629,34.23183,-118.36596,4.8,1720.0,657700.0,11.92
91354,126753.0,33962,11279,11487,0.5,3.1,11279,34.46039,-118.5528,6.3,2789.0,736800.0,5.81
91355,92707.0,32886,12779,13220,0.5,4.7,12779,34.42379,-118.58437,5.3,2469.0,686800.0,7.41
91356,74561.0,30664,11885,12434,1.0,4.5,11885,34.15504,-118.54757,4.9,1926.0,1157700.0,15.53
91360,95852.0,43046,15089,15659,0.8,5.0,15089,34.21475,-118.87735,6.1,2315.0,845700.0,8.82
91361,121331.0,20262,8374,8850,1.1,5.6,8374,34.14016,-118.88398,6.2,2622.0,1242600.0,10.24
91362,109934.0,35803,13795,14240,0.6,4.7,13795,34.19244,-118.81949,6.4,2641.0,977800.0,8.89
91364,103278.0,27071,10509,10983,1.0,4.0,10509,34.1548,-118.59492,5.9,2794.0,1107700.0,10.73
91367,87699.0,46498,19785,21106,1.0,7.6,19785,34.17708,-118.61518,4.5,2591.0,912900.0,10.41
91371,,14,1,1,0.0,0.0,1,34.18505,-118.57605,,,,
91377,128622.0,13898,5200,5324,0.6,3.3,5200,34.1847,-118.76652,6.0,2963.0,927400.0,7.21
91381,128310.0,20862,7095,7331,0.4,6.4,7095,34.3753,-118.60744,6.2,2457.0,964900.0,7.52
91384,108102.0,28585,7276,7432,0.3,2.2,7276,34.51604,-118.67289,6.0,1788.0,645600.0,5.97
91387,90433.0,45749,14777,15188,0.7,3.6,14777,34.39708,-118.3707,5.5,2351.0,665800.0,7.36
91390,116298.0,20128,6633,6884,0.6,4.9,6633,34.53159,-118.40668,6.7,2230.0,800000.0,6.88
91401,54058.0,39621,14872,15437,0.8,2.9,14872,34.17801,-118.43183,4.1,1731.0,911700.0,16.87
91402,42857.0,70140,19344,19799,0.4,1.8,19344,34.22413,-118.4448,4.1,1525.0,563700.0,13.15
91403,95944.0,25329,11842,12485,0.9,4.7,11842,34.14716,-118.46311,4.4,2305.0,1316400.0,13.72
91405,43548.0,55319,18644,19331,0.6,2.9,18644,34.20153,-118.44863,3.8,1649.0,648600.0,14.89
91406,55542.0,53252,18165,18944,0.5,4.2,18165,34.19791,-118.48987,4.1,1764.0,701900.0,12.64
91411,54555.0,24984,9580,9940,0.6,3.0,9580,34.17853,-118.45956,3.8,1804.0,876700.0,16.07
91423,83732.0,32635,15439,16134,1.0,3.8,15439,34.14924,-118.43239,4.3,2154.0,1256200.0,15.0
