zipcode,median_income,population,households,housing_units,homeowner_vacancy_rate,rental_vacancy_rate,occupied_housing_units,latitude,longitude,median_rooms,median_rent,median_value,value_to_income
93311,95293.0,52466,17029,17620,1.4,3.7,17029,35.15378,-119.16567,5.9,1730.0,385200.0,4.04
93312,97311.0,58714,19240,19677,0.6,3.9,19240,35.39186,-119.11954,6.2,1855.0,382800.0,3.93
93313,72946.0,58322,15980,16516,1.1,4.7,15980,35.16363,-119.04715,5.8,1759.0,320200.0,4.39
93314,108767.0,33619,10354,10686,1.0,6.9,10354,35.385,-119.23741,6.6,1734.0,468900.0,4.31
93401,65846.0,29877,13278,14438,1.3,4.9,13278,35.23539,-120.61834,4.7,1781.0,880900.0,13.38
93402,75302.0,14500,6040,6533,0.5,2.2,6040,35.29082,-120.8392,5.1,1833.0,703300.0,9.34
93405,45611.0,23331,8516,9343,1.1,4.6,8516,35.29672,-120.72618,5.0,1904.0,863500.0,18.93
93410,,7929,33,40,0.0,8.8,33,35.30428,-120.65683,,,,
93420,83210.0,30540,12088,13121,1.0,3.1,12088,35.16682,-120.46617,5.7,2028.0,836500.0,10.05
93422,82548.0,33041,12915,13570,0.8,4.6,12915,35.4638,-120.69007,5.4,1715.0,655700.0,7.94
93424,71090.0,1256,676,926,2.7,15.4,676,35.20141,-120.78394,5.7,1446.0,1138200.0,16.01
93426,81917.0,1260,549,1346,2.8,17.4,549,35.84682,-120.97233,5.2,885.0,468500.0,5.72
93427,82917.0,5864,2243,2369,1.4,3.6,2243,34.62724,-120.22465,5.6,1953.0,733400.0,8.84
93428,69766.0,5951,2813,4197,1.9,12.2,2813,35.58995,-121.02943,5.3,1950.0,843400.0,12.09
93429,49286.0,153,52,61,3.0,4.8,52,34.86682,-120.53582,3.1,,,
93430,63373.0,2849,1392,2567,1.9,11.8,1392,35.49214,-120.92422,4.6,1549.0,940600.0,14.84
93432,90321.0,1174,480,631,3.9,21.9,480,35.47686,-120.47228,5.1,1740.0,884900.0,9.8
93433,68333.0,12643,5168,5826,1.1,3.5,5168,35.12045,-120.61894,4.9,1799.0,639400.0,9.36
93434,45361.0,8120,2082,2142,0.4,0.6,2082,34.94086,-120.6113,4.9,1456.0,409700.0,9.03
93436,59375.0,56730,18546,19311,0.6,3.3,18546,34.60888,-120.4002,5.1,1458.0,438200.0,7.38
93437,63777.0,3560,979,999,13.3,1.4,979,34.76049,-120.51102,5.5,2313.0,,
93440,71433.0,2048,701,746,3.5,1.2,701,34.74606,-120.25292,5.3,536.0,639000.0,8.95
93441,101964.0,1295,469,520,1.5,6.3,469,34.73296,-120.09721,6.1,1722.0,1208800.0,11.86
93442,68115.0,11390,5270,6874,1.7,4.3,5270,35.4,-120.80495,4.8,1727.0,809900.0,11.89
93444,83222.0,22293,8003,8548,1.1,3.3,8003,35.03553,-120.50293,5.8,1891.0,730700.0,8.78
93445,64541.0,7040,2540,3054,1.8,4.1,2540,35.03319,-120.62002,4.8,1301.0,491100.0,7.61
93446,65694.0,45979,17309,19453,1.2,4.2,17309,35.65861,-120.71888,5.4,1679.0,621300.0,9.46
93449,88003.0,8096,4065,5826,2.0,7.3,4065,35.15803,-120.6504,5.1,2199.0,943700.0,10.72
93450,51250.0,541,168,182,1.6,0.0,168,36.05791,-120.82894,4.9,1368.0,363200.0,7.09
93451,63401.0,4820,1524,1677,1.2,3.6,1524,35.89398,-120.56733,5.2,1813.0,487100.0,7.68
93452,,522,215,331,0.0,3.2,215,35.71078,-121.20396,3.5,1450.0,289700.0,
93453,43186.0,3045,1220,1404,2.5,2.5,1220,35.31339,-120.1655,4.9,638.0,623900.0,14.45
93454,62015.0,40994,11980,12625,0.6,2.9,11980,34.94834,-120.23425,5.1,1661.0,434300.0,7.0
93455,84404.0,45282,15859,16363,0.9,3.0,15859,34.84195,-120.45522,5.9,2165.0,529600.0,6.27
93458,53890.0,59927,13890,14272,0.8,2.0,13890,34.95477,-120.49042,4.8,1735.0,421800.0,7.83
93460,92557.0,5728,2218,2491,2.1,3.0,2218,34.66214,-119.90091,5.8,2516.0,1141500.0,12.33
93461,56208.0,1503,459,496,2.3,1.2,459,35.63519,-120.26951,5.2,1714.0,430800.0,7.66
93463,81914.0,8731,3484,3778,1.2,2.1,3484,34.60688,-120.13495,5.7,1826.0,979100.0,11.95
93465,84366.0,10121,3684,4042,2.0,4.8,3684,35.54267,-120.73417,6.0,2533.0,808200.0,9.58
93501,32109.0,5772,2080,2434,3.0,6.6,2080,35.0411,-118.22922,5.2,1094.0,145000.0,4.52
93505,48312.0,14880,4596,5155,3.3,8.1,4596,35.15708,-117.90934,5.5,950.0,217000.0,4.49
93510,102563.0,7591,2695,2854,1.5,7.9,2695,34.45627,-118.2109,6.7,1714.0,664000.0,6.47
93512,45481.0,243,113,141,0.0,3.3,113,37.87379,-118.53455,5.1,,273000.0,6.0
93513,57813.0,1870,768,898,0.7,9.0,768,37.18401,-118.17129,5.0,972.0,320400.0,5.54
93514,57027.0,14361,6041,6855,0.9,5.4,6041,37.4947,-118.38514,5.3,1326.0,399400.0,7.0
93516,46739.0,2114,851,1073,2.1,16.2,851,35.0081,-117.64268,5.0,1071.0,101400.0,2.17
93517,60878.0,768,296,660,2.8,5.2,296,38.27091,-119.27372,5.0,,320700.0,5.27
93518,36298.0,1138,525,804,6.5,4.4,525,35.37675,-118.47314,5.0,1418.0,257100.0,7.08
93519,,64,15,37,5.3,60.0,15,35.3171,-117.95596,,,,
93522,,37,25,48,0.0,9.1,25,36.29836,-117.59681,3.9,,40600.0,
93523,63274.0,3293,1113,1332,1.4,9.8,1113,34.99788,-117.88308,5.9,2012.0,94600.0,1.5
93524,,80,5,5,0.0,0.0,5,34.90993,-117.85007,,,,
93526,41625.0,628,315,445,1.3,5.4,315,36.85941,-118.25378,5.3,1089.0,242900.0,5.84
93527,72595.0,2315,1002,1262,1.8,6.0,1002,35.80294,-117.98504,5.2,828.0,276000.0,3.8
93528,,113,61,109,5.2,15.4,61,35.37194,-117.64193,5.6,,,
93529,,619,279,816,2.5,14.3,279,37.7832,-119.1375,5.0,,588100.0,
93530,,71,36,66,0.0,10.0,36,36.48458,-117.87201,3.8,,,
93531,135917.0,531,214,249,3.9,0.0,214,35.22937,-118.60781,5.4,,319400.0,2.35
93532,62932.0,2373,1022,1184,3.4,4.7,1022,34.68571,-118.55914,4.9,1500.0,380000.0,6.04
93534,39906.0,43906,15705,16539,1.6,4.6,15705,34.71759,-118.15079,4.6,1421.0,298200.0,7.47
93535,43929.0,82149,23422,24198,1.2,2.8,23422,34.69908,-117.89613,6.1,1473.0,300000.0,6.83
93536,75380.0,74283,23431,24269,1.1,3.2,23431,34.75267,-118.3889,6.4,1813.0,450800.0,5.98
93541,,488,193,381,0.0,2.8,193,37.99678,-119.01847,5.0,,369300.0,
93543,48542.0,14132,3862,4097,1.3,2.9,3862,34.47916,-117.97357,6.3,1623.0,329500.0,6.79
93544,44156.0,1126,507,606,1.2,1.8,507,34.49063,-117.75505,5.1,,316700.0,7.17
93545,43859.0,2072,883,1042,0.2,6.7,883,36.6046,-118.02721,4.6,893.0,238800.0,5.44
93546,66500.0,8545,3514,10192,1.9,21.7,3514,37.60573,-118.85219,4.6,1297.0,569000.0,8.56
93549,61875.0,235,130,201,1.0,15.2,130,36.27728,-117.96016,4.4,1289.0,169200.0,2.73
93550,41675.0,82379,23827,24636,1.0,3.4,23827,34.38305,-118.04926,5.4,1457.0,345200.0,8.28
93551,92500.0,56001,17519,18083,0.9,3.3,17519,34.59404,-118.22634,6.9,2101.0,488600.0,5.28
93552,63261.0,42468,10818,11039,0.8,2.2,10818,34.58412,-118.02386,6.7,1797.0,383300.0,6.06
93553,57833.0,1921,744,810,2.6,0.0,744,34.44515,-117.89611,4.6,,391400.0,6.77
93554,,45,32,85,0.0,41.7,32,35.36914,-117.75876,4.1,,,
93555,64431.0,32810,13172,14613,2.5,9.5,13172,35.58596,-117.68446,5.4,1139.0,222800.0,3.46
93558,,51,34,49,0.0,100.0,34,35.33945,-117.58517,4.8,,,
93560,56274.0,21581,7324,7892,1.7,8.2,7324,34.87116,-118.32594,5.7,1144.0,295500.0,5.25
93561,63288.0,31091,12058,13323,2.0,6.1,12058,35.10904,-118.52016,5.5,1216.0,358100.0,5.66
93562,34643.0,1633,688,934,3.5,14.0,688,35.70667,-117.34263,5.5,785.0,68900.0,1.99
93563,82656.0,143,31,35,0.0,20.0,31,34.38662,-117.83646,8.1,,,
93591,46258.0,7450,2092,2201,2.0,3.3,2092,34.59656,-117.80955,5.9,1359.0,261500.0,5.65
93601,59278.0,1858,703,832,1.4,13.9,703,37.39395,-119.73702,5.6,927.0,354000.0,5.97
93602,65231.0,3402,1317,1783,1.7,1.0,1317,37.0644,-119.37484,5.6,1311.0,339400.0,5.2
93603,28828.0,280,98,190,0.0,4.4,98,36.55118,-118.99607,4.0,,,
93604,84186.0,627,324,1021,4.2,21.1,324,37.3717,-119.52215,5.1,,887300.0,10.54
93605,91250.0,144,58,203,0.0,2.9,58,37.17622,-119.24953,5.2,1354.0,,
93606,30855.0,1352,313,324,0.6,0.0,313,36.79871,-120.01625,5.2,980.0,204000.0,6.61
93608,39844.0,1173,274,298,0.0,1.1,274,36.5055,-120.3418,5.0,752.0,,
93609,41569.0,5694,1529,1603,0.0,2.5,1529,36.52616,-119.86388,5.3,1172.0,258300.0,6.21
93610,48694.0,23859,5605,5902,1.5,2.9,5605,37.09047,-120.29036,5.6,1077.0,300600.0,6.17
93611,87379.0,47041,16114,16640,0.7,5.9,16114,36.82552,-119.68115,6.2,1982.0,426100.0,4.88
93612,42664.0,37368,14544,15429,1.0,6.6,14544,36.81548,-119.71076,4.7,1286.0,289000.0,6.77
93614,64722.0,11574,4604,5068,1.8,3.8,4604,37.21282,-119.72659,5.8,1565.0,346500.0,5.35
93615,36311.0,5373,1358,1429,0.7,3.5,1358,36.50374,-119.28385,4.8,1162.0,205000.0,5.65
93616,35066.0,2225,633,659,1.2,1.5,633,36.65468,-119.59437,5.3,838.0,228200.0,6.51
93618,42665.0,30709,8408,8722,0.9,2.1,8408,36.52213,-119.38661,5.1,1067.0,267800.0,6.28
93619,118010.0,50032,16239,16989,1.3,5.8,16239,36.91656,-119.57372,6.6,2253.0,526100.0,4.46
93620,42484.0,10311,3138,3363,1.2,3.0,3138,37.0448,-120.6223,5.2,1036.0,275900.0,6.49
93621,42353.0,520,225,269,0.6,0.0,225,36.8067,-119.13602,4.0,,,
93622,42399.0,9884,2622,2782,0.6,2.8,2622,36.79283,-120.62434,4.9,745.0,222700.0,5.25
93623,108092.0,75,37,168,0.0,22.2,37,37.47478,-119.66071,4.8,,,
93624,32167.0,806,195,210,0.0,2.9,195,36.37258,-120.12125,4.8,705.0,,
93625,55588.0,8194,2479,2599,0.7,3.2,2479,36.62423,-119.67173,5.6,1147.0,352400.0,6.34
93626,82500.0,2132,810,958,2.1,7.9,810,37.03278,-119.68601,6.2,1156.0,600500.0,7.28
93627,,188,37,46,0.0,11.9,37,36.51568,-120.10635,7.5,,,
93628,,329,119,368,4.0,0.0,119,36.78149,-118.83839,3.1,,,
93630,46311.0,21103,5843,6063,0.7,2.4,5843,36.71831,-120.12912,5.0,1139.0,308700.0,6.67
93631,65466.0,16843,5695,5957,1.2,2.9,5695,36.47653,-119.52131,5.6,1129.0,352500.0,5.38
93633,,37,14,205,14.3,16.7,14,36.72912,-118.95627,4.5,,,
93634,,55,10,526,50.0,16.7,10,37.20583,-118.93652,5.2,,,
93635,52664.0,48510,13576,14242,1.3,2.9,13576,37.016,-120.88294,5.3,1419.0,394600.0,7.49
93636,80074.0,14004,4571,4734,1.0,4.1,4571,36.98171,-119.87706,6.3,1458.0,450900.0,5.63
93637,52207.0,40202,11854,12375,1.0,3.1,11854,36.91099,-120.1922,5.6,1258.0,337500.0,6.46
93638,41129.0,51106,12461,12877,0.8,2.0,12461,37.0424,-120.03816,5.3,1126.0,277800.0,6.75
93640,29962.0,13865,2957,3024,0.3,1.4,2957,36.67215,-120.43778,4.8,809.0,239800.0,8.0
93641,,587,213,379,6.0,7.5,213,36.70481,-119.02167,4.0,,,
93643,60445.0,3130,1277,1568,0.5,7.5,1277,37.27155,-119.45004,4.8,968.0,322600.0,5.34
93644,52597.0,7751,3302,4058,3.5,6.3,3302,37.41245,-119.59431,5.4,1303.0,375500.0,7.14
93645,,297,103,136,0.0,11.8,103,37.1641,-119.61824,4.9,,283600.0,
93646,26413.0,10492,2636,2729,0.5,2.6,2636,36.63218,-119.28938,4.9,899.0,215000.0,8.14
93647,36884.0,11143,2799,2911,0.1,2.3,2799,36.58449,-119.17773,4.9,917.0,223300.0,6.05
93648,33117.0,15393,3833,4142,0.8,2.0,3833,36.6206,-119.52062,5.1,977.0,218900.0,6.61
93650,33100.0,3744,1201,1262,0.2,3.4,1201,36.84026,-119.80038,4.5,1178.0,296300.0,8.95
93651,108594.0,1445,581,626,0.8,0.0,581,37.00296,-119.521,5.2,1539.0,401600.0,3.7
93652,37313.0,410,102,108,0.0,7.3,102,36.59502,-119.90458,5.0,696.0,190000.0,5.09
93653,70370.0,1050,447,516,1.6,2.2,447,37.24769,-119.91882,5.7,1611.0,504300.0,7.17
93654,46839.0,30620,8688,9071,0.9,3.3,8688,36.65747,-119.402,5.3,1132.0,301800.0,6.44
93656,50902.0,6459,1791,1872,0.4,2.5,1791,36.45173,-119.93615,5.1,989.0,252600.0,4.96
93657,53624.0,37464,11256,11879,0.7,2.7,11256,36.78853,-119.4378,5.3,1067.0,356200.0,6.64
93660,32627.0,4173,1031,1080,0.0,2.6,1031,36.60932,-120.16514,5.0,988.0,254300.0,7.79
93662,42305.0,30774,8823,9140,1.3,1.4,8823,36.53963,-119.64287,5.3,1169.0,262900.0,6.21
93664,102222.0,614,264,2278,10.7,26.0,264,37.05671,-119.17981,5.1,,623300.0,6.1
93665,37018.0,537,106,128,3.4,16.7,106,36.96334,-120.65034,4.6,,,
93666,,668,170,187,0.0,9.6,170,36.54623,-119.33629,4.4,740.0,218800.0,
93667,76719.0,2294,922,1036,1.0,2.8,922,36.96585,-119.31511,5.1,1629.0,346000.0,4.51
93668,45074.0,1054,317,334,0.0,0.0,317,36.65663,-120.28997,5.3,1272.0,324100.0,7.19
93669,35833.0,316,126,232,5.8,0.0,126,37.28334,-119.54297,4.9,,294100.0,8.21
93673,39643.0,667,158,163,1.3,3.6,158,36.45229,-119.48232,4.6,954.0,205100.0,5.17
93675,72000.0,3820,1505,1749,2.4,8.7,1505,36.73251,-119.19285,5.4,1202.0,287900.0,4.0
93701,21820.0,12037,3663,3921,1.4,3.8,3663,36.74955,-119.78772,3.5,851.0,206900.0,9.48
93702,26580.0,45741,12310,12796,1.5,2.2,12310,36.73942,-119.75422,4.6,1044.0,182300.0,6.86
93703,31209.0,34840,10169,10617,1.4,3.3,10169,36.76884,-119.76249,4.7,1090.0,220200.0,7.06
93704,56769.0,28573,11368,11983,1.4,4.3,11368,36.80012,-119.80202,5.2,1297.0,347400.0,6.12
93705,38105.0,38125,12560,13108,1.3,3.9,12560,36.78667,-119.82851,4.7,1160.0,255600.0,6.71
93706,30433.0,40965,11219,11893,1.0,3.4,11219,36.65344,-119.90216,4.8,1035.0,217300.0,7.14
93710,49882.0,30552,11696,12312,1.0,5.5,11696,36.82335,-119.76251,4.8,1212.0,328100.0,6.58
93711,71825.0,37901,15940,16728,1.3,5.3,15940,36.83508,-119.83309,5.7,1473.0,450900.0,6.28
93720,84614.0,47814,18598,19596,0.6,7.5,18598,36.8606,-119.76228,5.4,1889.0,434000.0,5.13
93721,26885.0,7899,2200,2339,3.1,3.0,2200,36.73282,-119.78383,1.9,899.0,217100.0,8.08
93722,56028.0,87364,26613,27675,0.7,3.9,26613,36.80003,-119.87791,5.3,1437.0,322900.0,5.76
93723,82708.0,12037,3462,3597,0.5,4.2,3462,36.78693,-119.95271,6.1,1647.0,449900.0,5.44
93725,43469.0,26162,6760,7074,0.5,3.0,6760,36.62667,-119.73501,5.3,1123.0,254000.0,5.84
93726,38435.0,42366,14541,15337,1.6,4.3,14541,36.79374,-119.76161,4.8,1177.0,253800.0,6.6
93727,54491.0,83212,24443,25396,0.8,4.1,24443,36.75119,-119.69736,5.3,1202.0,341800.0,6.27
93728,34667.0,16191,6079,6431,1.0,3.6,6079,36.75729,-119.81816,4.4,1151.0,233000.0,6.72
93730,114171.0,13687,4893,5129,2.3,7.1,4893,36.90354,-119.75512,6.3,2283.0,650100.0,5.69
93901,60060.0,29700,10422,10996,1.2,4.5,10422,36.64794,-121.63044,4.8,1700.0,658000.0,10.96
93905,49659.0,64209,13972,14185,0.4,0.9,13972,36.6849,-121.60562,4.6,1698.0,513300.0,10.34
93906,65203.0,66381,17707,18160,0.4,2.5,17707,36.72258,-121.63218,5.0,1981.0,568500.0,8.72
93907,76360.0,23315,7362,7642,0.5,1.7,7362,36.76643,-121.66816,5.4,1941.0,642000.0,8.41
93908,135606.0,13188,4730,4935,1.0,3.8,4730,36.62153,-121.60048,6.5,1731.0,962100.0,7.09
93920,53690.0,1140,396,627,3.3,6.0,396,36.03164,-121.52592,3.7,920.0,1166700.0,21.73
93921,91313.0,2956,1610,2844,2.6,9.2,1610,36.55359,-121.92259,4.7,2705.0,1966500.0,21.54
93923,95644.0,12338,5633,7274,1.6,10.2,5633,36.40394,-121.79867,5.8,2257.0,1444200.0,15.1
93924,103426.0,6609,2714,3151,1.8,5.4,2714,36.39489,-121.63406,5.8,1416.0,1071400.0,10.36
93925,53222.0,1515,370,391,0.7,0.0,370,36.60209,-121.42526,4.9,1316.0,621200.0,11.67
93926,57246.0,9187,2185,2247,0.7,1.6,2185,36.52567,-121.3991,5.2,1404.0,580300.0,10.14
93927,55788.0,19976,4420,4672,0.6,2.1,4420,36.26978,-121.38018,5.1,1594.0,422100.0,7.57
93928,,259,82,97,10.0,0.0,82,36.06484,-121.38102,,,,
93930,48141.0,16206,4236,4487,0.9,3.2,4236,36.19924,-121.07282,5.1,1544.0,391600.0,8.13
93932,37273.0,533,197,238,0.0,8.8,197,36.00143,-121.05757,5.2,969.0,457100.0,12.26
93933,64921.0,27218,9500,10159,0.8,5.3,9500,36.67566,-121.78237,5.0,1855.0,692800.0,10.67
93940,81807.0,30454,13903,15432,0.9,6.0,13903,36.45294,-121.8498,4.6,2212.0,960400.0,11.74
93943,,55,6,7,0.0,0.0,6,36.59736,-121.87332,,,,
93950,81710.0,15082,6772,8121,0.9,7.1,6772,36.61899,-121.92575,4.7,2302.0,1059900.0,12.97
93953,138542.0,4271,1790,2856,2.7,12.1,1790,36.58566,-121.94329,6.9,,1596800.0,11.53
93954,58500.0,371,90,91,0.0,0.0,90,36.16434,-120.92441,4.9,1538.0,311900.0,5.33
93955,61445.0,32703,10317,10992,0.8,4.8,10317,36.62153,-121.79562,5.0,2134.0,652300.0,10.62
93960,58981.0,26093,4821,4930,0.5,1.2,4821,36.40489,-121.32121,5.3,1404.0,521400.0,8.84
